path	partition	weak_label	pred_binary	pred_label	confidence	bbox
/truenas-big/images/b7/f7/b7f7d74e3947e787dfc8e84aa693d2b6dbade46a83cdcb28b9d08d3cb605a47c.PNG	videoufo	clean	clean	clean	0.999893242313558	
/truenas-big/images/ad/56/ad56fffc07957d4c6003cb82e8e8117bc60c2da2065754a18db79b1c7d11d805.PNG	videoufo	clean	clean	clean	0.8865841137268559	
/truenas-big/images/25/83/2583026e0976ebb39a19e56ec870d46dd9f88689356cba3ce26c99494203b53b.PNG	videoufo	clean	clean	clean	0.9999999431585572	
/truenas-big/images/e6/47/e647d42313afe2bd3d53e701c3085011729e1e83fd56f9d76e24539fd0df67cc.PNG	videoufo	clean	clean	clean	0.999882561075283	
/truenas-big/images/b8/4d/b84d31bfd112bfff0a4bd0296555bb246dbe3a0689a2c9a41c96abff52277919.PNG	videoufo	clean	clean	clean	0.9677189241181678	
/truenas-big/images/8c/d8/8cd811c5d9ac31ee924411e3f3cfc7f229887a84bda439bb2a8a2a4637e94596.PNG	videoufo	clean	clean	clean	0.012572348431206137	
/truenas-big/images/54/f9/54f98e403024bacb36cf3078b0a67d78580d2b536943c921768939c02d8968b2.PNG	videoufo	clean	clean	clean	0.0014971749660900313	
/truenas-big/images/df/90/df901438428213377d792cd70e87614d7b3d3bbcfb618b3f960a4fad58229f16.PNG	videoufo	clean	clean	clean	0.9999987190499803	
/truenas-big/images/0e/dc/0edcf7f8f56b09308709059a57eb52c14e63afbd2781f527eac346d5b0d429ba.PNG	videoufo	clean	clean	clean	0.9999999797762202	
/truenas-big/images/2d/10/2d10e6600d60e8cefad37a973ad2b12f358a1ed317e3df23844742bc72a889ac.PNG	videoufo	clean	clean	clean	0.9999972966529531	
/truenas-big/images/f8/84/f884bb7a0dd2ef9bd7732518ece099b59cca284864038e9bcf6379450876c851.PNG	videoufo	clean	clean	clean	0.9999981581724205	
/truenas-big/images/02/32/02321bc58204699866373cf81f90ffeeafe3d346f352cd9d812b548203911435.PNG	videoufo	clean	clean	clean	0.9999997927580352	
/truenas-big/images/fc/4b/fc4b7316b04d60c7408df4d4e64d0cce71f01c22fe645fcb95eb0ff253e2e84a.PNG	videoufo	clean	clean	clean	0.9999983957878806	
/truenas-big/images/e7/7f/e77fa3f7115fc341ef0bffa3767a9c0de552fe8907ed9af832e015eb4925ea79.PNG	videoufo	clean	clean	clean	0.9997336222164056	
/truenas-big/images/f5/30/f530f2bbece4585db8c3c14f4957017f4d1ef30cf983cdd2e235065d0a814002.PNG	videoufo	clean	clean	clean	0.982305398502315	
/truenas-big/images/c1/b0/c1b00cd1d8b68510af8c02faf8b858b07a3bda57e556f2b3f7c0e38c33002445.PNG	videoufo	clean	clean	clean	0.9999560698648653	
/truenas-big/images/f4/56/f456dc2a4382bbbd397f87a602332ac56389b41eb8c65e07c93e5ad57aea4b2d.PNG	videoufo	clean	clean	clean	0.9999088721200802	[600, 320, 639, 354]
/truenas-big/images/6b/12/6b127dd757f3e39e4f3ba2c7f854cc72d1a01827efc236b7b2588f8be9323ff8.PNG	videoufo	clean	watermarked	grok	0.6144143342971802	[567, 323, 639, 354]
/truenas-big/images/d3/b9/d3b95fc406725b9fae13f0db614d342fda2bdbec42730eff46cd1aaaa60aa61b.PNG	videoufo	clean	clean	clean	0.9999998670616118	
/truenas-big/images/8c/70/8c701fcd72077889bba5a2cdcded76106c9d13000cb4b60d4f2984d466faf3d5.PNG	videoufo	clean	clean	clean	0.9999999796346875	
/truenas-big/images/33/e1/33e1e87fc7835751e88471195a4d00c08e34d5f40be8a51ef44ba1b42b1cef56.PNG	videoufo	clean	clean	clean	0.9999962326482094	
/truenas-big/images/a4/67/a467d9ea19b4e5363dfda5b754552d04344e79687ab87112459ca3891a47c011.PNG	videoufo	clean	clean	clean	0.004454123586252634	
/truenas-big/images/ee/2c/ee2c092ff34fb2978eb237e3afaccb003fd180fde27e4f0e80d332696fc0e42c.PNG	videoufo	clean	clean	clean	0.9999999817367874	
/truenas-big/images/ab/6f/ab6f7425f28c57e57ed92c75b155deab1cd2ebd756bcd0e04ec3f4e0098db5ee.PNG	videoufo	clean	clean	clean	0.999999684850546	
/truenas-big/images/f9/53/f953b025147be6a2f85bda4eba91b23bbf8b38ab4a524060c663a584881a82d1.PNG	videoufo	clean	clean	clean	7.886293873604622e-06	[594, 319, 639, 354]
/truenas-big/images/c9/8d/c98ddd78b63f2e0730da433e827cbd83fbd6794158e44edc7f1a93ce77b00afb.PNG	videoufo	clean	clean	clean	0.05433329927846098	
/truenas-big/images/b5/2d/b52d5432ab8a2972135a05dfb72f26179837b97a60d6e90a00cf5926e69b1203.PNG	videoufo	clean	clean	clean	0.9646639510028556	
/truenas-big/images/ce/67/ce67f54d2ba380f145eda57953f62bc7dd8d1234b55d0a87bdb664dc298809f8.PNG	videoufo	clean	clean	clean	0.999994320781544	
/truenas-big/images/7a/7d/7a7dfebf7e167e86b635da99ef485d9c01b231413002f9b0dc5f44babdaeab2a.PNG	videoufo	clean	clean	clean	0.8158462928280522	
/truenas-big/images/50/a4/50a4ccdc586a3fcced93bfbfd8403be2ca4dbebfeb45b9afd7ab3fe35dc7f721.PNG	videoufo	clean	clean	clean	0.9999352437606195	
/truenas-big/images/98/85/98859d0e417bae06e27a1bf38e8cd5dd651ce71af64a8d6e02bef08447048a90.PNG	videoufo	clean	clean	clean	0.9999630141225808	
/truenas-big/images/96/3a/963aff7295b5c3cdd5e81fc83ffa36b028377b9ddfb6669826e6781e0274130b.PNG	videoufo	clean	clean	clean	0.8044072985901141	
/truenas-big/images/c0/fc/c0fca2b0a023ec8b35571f23b4f01aca3cb2a12ed11c969767014a76afe62732.PNG	videoufo	clean	clean	clean	0.11878375998443658	
/truenas-big/images/6c/d9/6cd95082782ab2efc9b0397324749d11ca4c90d70054b6ffe2c8e57a99c3ad5a.PNG	videoufo	clean	clean	clean	0.9999991028956362	[544, 291, 639, 316]
/truenas-big/images/2e/3f/2e3f3d163692a02b99764fb0b411b039b495c402d8b0412334024ac6b6504bbd.PNG	videoufo	clean	clean	clean	0.7811898291110992	[600, 320, 639, 354]
/truenas-big/images/c7/a2/c7a252e98bb0d1cac0e8ff428de43413ecec23f7e1b17f5fbdcc9aeb5cdd8ca9.PNG	videoufo	clean	watermarked	sora	0.7313573360443115	[504, 3, 640, 72]
/truenas-big/images/7a/18/7a18d4e2660fb8528a89afdd42724b0276e12df174d43f9f97b5cda3cc58ac4a.PNG	videoufo	clean	clean	clean	0.758566680665538	[601, 227, 639, 261]
/truenas-big/images/1f/3c/1f3c610444e470c2a45bd120d00cf1fd9b2b8d6544d415fec9684da56c1dce93.PNG	videoufo	clean	clean	clean	0.15436372293362832	
/truenas-big/images/29/f7/29f7aafc904a7e3051370a97c875d5ace0b0efd64104b04bb89af9fccf61dd41.PNG	videoufo	clean	clean	clean	0.010846885488746905	
/truenas-big/images/36/e7/36e7a4f2b4fbf9c32981bd26770ffa238c86cd9802c4d459b095986e5226c56f.PNG	videoufo	clean	clean	clean	0.9992100778566627	
/truenas-big/images/da/83/da83307fdf0d7c3a6c50d0a7c9f1d9b292b5c5ca76a6bedcc2c408bd869e015c.PNG	videoufo	clean	watermarked	sora	0.5170233249664307	[5, 66, 117, 99]
/truenas-big/images/8e/7a/8e7a87512574dec164b0f10d735d044918fe8ceb73a24c63570c6d9612bb630a.PNG	videoufo	clean	clean	clean	0.9999956408944202	
/truenas-big/images/0c/8c/0c8c66f11c32c19d5054a867f2975003873fa83f0321304be3efef49d4bfe80f.PNG	videoufo	clean	clean	clean	0.9842969898566034	
/truenas-big/images/42/21/422184fc7fc020e86e04795432f148edd7f85b1bd81388687ef3015d5e1a2192.PNG	videoufo	clean	clean	clean	0.033388647598273646	
/truenas-big/images/cf/66/cf664d8cb681e4060133a268a1d0bccaa9d70449df70499f28c9c97bbf552e5b.PNG	videoufo	clean	clean	clean	0.9997198869829528	
/truenas-big/images/f0/e2/f0e2091c268d046b48f198628fc36d6c4df84796eddf1378a8344c008de7dd3a.PNG	videoufo	clean	clean	clean	0.08192719804983994	
/truenas-big/images/20/d4/20d4f16a72fca5b4956b2773781bb04ea6270cd971aa5138e386e080b307f607.PNG	videoufo	clean	clean	clean	0.9997879066057268	
/truenas-big/images/4f/4c/4f4cd2f795972aabd317086f140064451dee6f4e9dfde173ac4f7dcfdf619474.PNG	videoufo	clean	clean	clean	0.49510950606894355	
/truenas-big/images/89/32/893283c9c2e0c89527bccb1011d613eb448ff03bc2c522f2b141d21ca56af46d.PNG	videoufo	clean	clean	clean	0.9999978190943041	
/truenas-big/images/3e/37/3e37e264a46826f54cac3b6e9050392590ecb255da9d45646f6b0dee9ffad7f1.PNG	videoufo	clean	clean	clean	0.999721118304068	
/truenas-big/images/63/4c/634cdb25a4997c6ea25ff5788020dee8488f73d40fceaa428ce6900d28e7ba84.PNG	videoufo	clean	clean	clean	0.00017190345609152669	
/truenas-big/images/1c/d9/1cd97644ce33ee769909c68ebe772d7832b42c5e69911bad9d7373c7a7a2ae5c.PNG	videoufo	clean	clean	clean	0.9975014122885648	
/truenas-big/images/2a/fb/2afb2332166c48688777915dc36aae1a5bf5cecb7cdd98192678a970f20f349f.PNG	videoufo	clean	clean	clean	0.06129745995843017	
/truenas-big/images/d9/6f/d96f7f8716e5f7e14e2bb47e11d7085a7e26b8076162c0b00ab29ee786781c77.PNG	videoufo	clean	clean	clean	0.00041022338427443295	
/truenas-big/images/70/0e/700ed7c1a348089a4b9441005712adfeab41951946653b527c081ddcf9370985.PNG	videoufo	clean	clean	clean	0.011811745985170652	
/truenas-big/images/c3/78/c37821c5fb45badc7910056eb66636b3854458c8a48767dcfbe8471decd390e2.PNG	videoufo	clean	clean	clean	0.999937110668766	
/truenas-big/images/84/4b/844bcaacc8bc60d179e0045ed95222e463d82e10855f76ddd10548d6993ad228.PNG	videoufo	clean	clean	clean	0.9996665181635648	
/truenas-big/images/41/d8/41d81ab0f809049a091601b49bdeb7315c6a81f257e06811e3059f177fe5a1bc.PNG	videoufo	clean	clean	clean	0.9981292642277139	
/truenas-big/images/d9/64/d96443667f0b27eb99abf7ad226bc83ab5fb42413046b564ba9a88f5643fab57.PNG	videoufo	clean	clean	clean	0.022336174768222805	
/truenas-big/images/fa/24/fa2406658347c51a5f58651f189eee6e74e770f0963dbe22d199546695dc0012.PNG	videoufo	clean	clean	clean	0.0012367617306459078	
/truenas-big/images/ac/2c/ac2ce5768cfa2a317e8bc43c61e24f3a0eb89179e248af34c3137c9a51ad8370.PNG	videoufo	clean	clean	clean	0.002316558116706613	
/truenas-big/images/53/38/5338635f2e9598f2f8a357be1c0f927198f1ca1c4ece79a3afa4f684b8b82b6b.PNG	videoufo	clean	clean	clean	0.9999989051853806	
/truenas-big/images/73/47/7347ed2e26f8e5bfa5acff2f5d16d48e434270c0f1c30a42bd8a6b4edcc1c337.PNG	videoufo	clean	clean	clean	0.584637495016878	
/truenas-big/images/d3/62/d362f28e77bdb03fc3f3b7ca7f93f10b61a2d6fc255c8e66b82c4e68e5f7221e.PNG	videoufo	clean	clean	clean	0.9994687133274995	
/truenas-big/images/71/a3/71a30cf64c8c5211e7fa05f03ddd88784a77560766c116589262ec17dc0b114f.PNG	videoufo	clean	clean	clean	0.9993620293525417	
/truenas-big/images/6e/38/6e382348df0015de7e383fced1461f8ad6d7485c506ba0368668126c015bcded.PNG	videoufo	clean	clean	clean	0.1622990219136079	
/truenas-big/images/46/1f/461f34bc4172a464e7e2b6b0e2a6fb054bf21f2b1f01c3dd890d72a7656a0fce.PNG	videoufo	clean	clean	clean	0.9999999963914041	
/truenas-big/images/5f/dc/5fdcb6cf9929afbea94482d8abc30e6207a325f42b8bf1a25c646c5ce4cfab57.PNG	videoufo	clean	clean	clean	0.3979058809209287	
/truenas-big/images/7f/5c/7f5c5d0b93275094c0c751e212f2143e7eebea177dbb6fdce72e7d45d4e2271b.PNG	videoufo	clean	clean	clean	0.00021983121076707413	
/truenas-big/images/0e/63/0e63135cd62e909ee9db329adb340b48362101d4f06c74593f745a581090f8f4.PNG	videoufo	clean	clean	clean	0.03216994367228321	
/truenas-big/images/ef/b8/efb8e01a51450cb1bcdf896145ee56aba48fec792bf7d6f412ce6b24494a4b9c.PNG	videoufo	clean	clean	clean	0.999998283263779	
/truenas-big/images/32/36/32363e072f37e12894bebecaa056b9db30f82772066d4ed8660a8fe691a27b2a.PNG	videoufo	clean	clean	clean	0.23939436369035216	
/truenas-big/images/37/de/37de3d935b892d023198815588bf86ffda8a610ef206d7257356fb200ffd4b4d.PNG	videoufo	clean	clean	clean	0.0034978028165639774	
/truenas-big/images/55/da/55da11c1375143148baaeb63b68ba1a9db266ed1a11ecb4f39a4e05740c7f4e5.PNG	videoufo	clean	clean	clean	0.9999999439894107	
/truenas-big/images/ba/65/ba659a17e376ae6bdb4994abefb5404da2c4acce949092afae6cb3b16547e0a9.PNG	videoufo	clean	clean	clean	0.9999926655518399	
/truenas-big/images/35/e7/35e7800c6a9455b0cce25f4027a6db7a62ccb8ad73b57fce7b797073847ce8fa.PNG	videoufo	clean	clean	clean	0.000832893338166163	
/truenas-big/images/93/62/93625bb03d4f601a5075efaa8c112b27046795209e263ba80e7cb4635e2ac635.PNG	videoufo	clean	clean	clean	0.9999999996497415	
/truenas-big/images/66/81/6681f39ba3a05565c69e4424e6ac77f50d5a433679701c924e5f1450f2d39527.PNG	videoufo	clean	watermarked	sora	0.560571014881134	[273, 312, 366, 357]
/truenas-big/images/6d/84/6d84f18ce3519e2fb84b00d4d468aea15c7f1727e8b2b87256d9a0398f74bcf1.PNG	videoufo	clean	clean	clean	0.9999885137651372	
/truenas-big/images/3e/c3/3ec3e3723406c9328627c777e075d966143b0d129eecdcd7300a6f5e0d8bb0c6.PNG	videoufo	clean	clean	clean	0.38986255261758707	
/truenas-big/images/19/b7/19b77419bc992096bb98598b5e40a835e1870e894f1e45318763134172225771.PNG	videoufo	clean	clean	clean	0.009584997575807552	
/truenas-big/images/24/c1/24c1861fe261db2dadc03ce0336af406c7615a616f6ef893b7f7c557c9a959f2.PNG	videoufo	clean	clean	clean	0.9999749937182556	
/truenas-big/images/1e/ee/1eeeb155736700248643cb76775f953d27b6f12bea97a00900167d644c9c0a57.PNG	videoufo	clean	clean	clean	0.9998936181243466	
/truenas-big/images/06/ea/06ea0727edd6b7d95307ffdd6d91d9aa3161d253e10648e9aee681039e1e3ddc.PNG	videoufo	clean	clean	clean	0.25713769517494667	
/truenas-big/images/f9/c7/f9c7406326bcda16f12934ea3db3b8e6aa671ed931aa60feb107ac72e597bb46.PNG	videoufo	clean	clean	clean	0.9999870363327825	
/truenas-big/images/0a/4e/0a4ebdba30bb03a176157c47e5979206c7ca0917dcec22b6d00db475fbae32fe.PNG	videoufo	clean	clean	clean	0.9965436979262392	
/truenas-big/images/9f/9d/9f9d75ce6d6b07844cd9e00f14125db6d0588c4ca26d8805ccff86d626e38890.PNG	videoufo	clean	clean	clean	0.9999389819909512	
/truenas-big/images/d8/d0/d8d0c0ddc4f228fd3d3b448270f1eabf0cfbfd7075db6984573130268b1ee59c.PNG	videoufo	clean	clean	clean	0.9999899754460002	
/truenas-big/images/ae/1c/ae1cdb2cd21a20480ae25cec3ebc20a20b099db7d13c85dbe5f88a1ee03dbec1.PNG	videoufo	clean	clean	clean	0.008113716281524463	
/truenas-big/images/09/1f/091f511f995493a23b22e5147c6124210cf6a96111305348aaa2ed0f4788dedf.PNG	videoufo	clean	clean	clean	3.91093237872564e-06	
/truenas-big/images/da/50/da508bfbd05fce8712b8a39ee06abd12c2c8c1269040c3382f85a1835538e11c.PNG	videoufo	clean	clean	clean	0.9999829406482833	[253, 323, 349, 350]
/truenas-big/images/aa/40/aa407cf749d11d7817a30e9eea58b3abdce41a6aca57507be844ae8c98a10c13.PNG	videoufo	clean	clean	clean	0.5037335852666462	
/truenas-big/images/5e/c6/5ec69f4ed8cac7749cb11c1e473026faec237976d5c24de012eeb62d5dda2174.PNG	videoufo	clean	clean	clean	0.8425781804398506	
/truenas-big/images/eb/de/ebdebc8a016ce6ddefceeface978de10c63afbd8b3bd5a640e380ad3711fab5a.PNG	videoufo	clean	clean	clean	0.00010675856316300081	
/truenas-big/images/5c/a9/5ca93628375e44239efd2b3dab3bfd2643942cc7ad8ffaae0b1b5e4e677824e2.PNG	videoufo	clean	clean	clean	2.0423215127962635e-06	
/truenas-big/images/0f/5b/0f5b01ee0533f393f076efa2bcdb90b6dd1d94de2a1644f538cae1bfe29d4607.PNG	videoufo	clean	clean	clean	0.9999996111256875	
/truenas-big/images/6e/f9/6ef9d5007194cb61346b47d56e84f79411dda66554e1dfa2d4ac8b563fa1e5c9.PNG	videoufo	clean	clean	clean	0.05116723370765419	
/truenas-big/images/dc/86/dc8654b7142b415d851463e85943b820dbc63a03b956762af58e1ccfb993bab9.PNG	videoufo	clean	clean	clean	0.9693436759307942	
/truenas-big/images/2f/bb/2fbb6abd7f23da800fe89fcb7262c9449a16bfa04b9393399aeef0c7b19bf837.PNG	videoufo	clean	clean	clean	0.9983754522301915	
/truenas-big/images/08/04/08041273329257691829e6f8f9ae0057687b0e3fc35573a426ef07b6b632368b.PNG	videoufo	clean	clean	clean	0.999907401494304	
/truenas-big/images/90/f5/90f56f626d1d8e4a4b412cd65880658afaee2177bee7fc8a9e6d021a95e03116.PNG	videoufo	clean	watermarked	minimax_hailuo	0.4722845256328583	[0, 322, 95, 352]
/truenas-big/images/e2/59/e259dc45f3e53a0ab0753072d17874bf422998d015be9929254c226236551cfd.PNG	videoufo	clean	clean	clean	0.9376495641952842	
/truenas-big/images/d7/17/d717d3931d24c665da234c54e0a7fff5c5702626eb3d1d263de856e032cd19ee.PNG	videoufo	clean	clean	clean	0.9999989641311388	
/truenas-big/images/db/51/db51c6892b618ba4cef82f3b80f81137ea56ec2fa8c9b78db0039a878d49da23.PNG	videoufo	clean	clean	clean	0.9998978511401152	
/truenas-big/images/13/0f/130f38ae84a2417fcc4ff955a5afa4973d626e47ad9c1e6c2791e6967b4e0956.PNG	videoufo	clean	clean	clean	0.017683042381222203	
/truenas-big/images/56/d3/56d38e8692e4cbdc4ad34e2d7feba89d2aa7a5336f46a34aae756c7f6dc21ac0.PNG	videoufo	clean	clean	clean	0.9999999580820291	
/truenas-big/images/16/e4/16e47b95ad3d2c5da138be5d5900d37d83fa284048388046d95b937de7b25f92.PNG	videoufo	clean	clean	clean	0.5117643623677972	
/truenas-big/images/c2/4c/c24cccec0356a9364e891098562c0a80c1e3284c2913668c2f9e55e268705458.PNG	videoufo	clean	clean	clean	0.9754728384312611	
