path	partition	weak_label	original_filename	is_frame
/truenas-big/images/c7/a2/c7a252e98bb0d1cac0e8ff428de43413ecec23f7e1b17f5fbdcc9aeb5cdd8ca9.PNG	videoufo	clean		True
/truenas-big/images/7a/18/7a18d4e2660fb8528a89afdd42724b0276e12df174d43f9f97b5cda3cc58ac4a.PNG	videoufo	clean		True
/truenas-big/images/1f/3c/1f3c610444e470c2a45bd120d00cf1fd9b2b8d6544d415fec9684da56c1dce93.PNG	videoufo	clean		True
/truenas-big/images/29/f7/29f7aafc904a7e3051370a97c875d5ace0b0efd64104b04bb89af9fccf61dd41.PNG	videoufo	clean		True
/truenas-big/images/36/e7/36e7a4f2b4fbf9c32981bd26770ffa238c86cd9802c4d459b095986e5226c56f.PNG	videoufo	clean		True
/truenas-big/images/da/83/da83307fdf0d7c3a6c50d0a7c9f1d9b292b5c5ca76a6bedcc2c408bd869e015c.PNG	videoufo	clean		True
/truenas-big/images/8e/7a/8e7a87512574dec164b0f10d735d044918fe8ceb73a24c63570c6d9612bb630a.PNG	videoufo	clean		True
/truenas-big/images/0c/8c/0c8c66f11c32c19d5054a867f2975003873fa83f0321304be3efef49d4bfe80f.PNG	videoufo	clean		True
/truenas-big/images/42/21/422184fc7fc020e86e04795432f148edd7f85b1bd81388687ef3015d5e1a2192.PNG	videoufo	clean		True
/truenas-big/images/cf/66/cf664d8cb681e4060133a268a1d0bccaa9d70449df70499f28c9c97bbf552e5b.PNG	videoufo	clean		True
/truenas-big/images/f0/e2/f0e2091c268d046b48f198628fc36d6c4df84796eddf1378a8344c008de7dd3a.PNG	videoufo	clean		True
/truenas-big/images/20/d4/20d4f16a72fca5b4956b2773781bb04ea6270cd971aa5138e386e080b307f607.PNG	videoufo	clean		True
/truenas-big/images/4f/4c/4f4cd2f795972aabd317086f140064451dee6f4e9dfde173ac4f7dcfdf619474.PNG	videoufo	clean		True
/truenas-big/images/89/32/893283c9c2e0c89527bccb1011d613eb448ff03bc2c522f2b141d21ca56af46d.PNG	videoufo	clean		True
/truenas-big/images/3e/37/3e37e264a46826f54cac3b6e9050392590ecb255da9d45646f6b0dee9ffad7f1.PNG	videoufo	clean		True
/truenas-big/images/63/4c/634cdb25a4997c6ea25ff5788020dee8488f73d40fceaa428ce6900d28e7ba84.PNG	videoufo	clean		True
/truenas-big/images/1c/d9/1cd97644ce33ee769909c68ebe772d7832b42c5e69911bad9d7373c7a7a2ae5c.PNG	videoufo	clean		True
/truenas-big/images/2a/fb/2afb2332166c48688777915dc36aae1a5bf5cecb7cdd98192678a970f20f349f.PNG	videoufo	clean		True
/truenas-big/images/d9/6f/d96f7f8716e5f7e14e2bb47e11d7085a7e26b8076162c0b00ab29ee786781c77.PNG	videoufo	clean		True
/truenas-big/images/70/0e/700ed7c1a348089a4b9441005712adfeab41951946653b527c081ddcf9370985.PNG	videoufo	clean		True
/truenas-big/images/c3/78/c37821c5fb45badc7910056eb66636b3854458c8a48767dcfbe8471decd390e2.PNG	videoufo	clean		True
/truenas-big/images/84/4b/844bcaacc8bc60d179e0045ed95222e463d82e10855f76ddd10548d6993ad228.PNG	videoufo	clean		True
/truenas-big/images/41/d8/41d81ab0f809049a091601b49bdeb7315c6a81f257e06811e3059f177fe5a1bc.PNG	videoufo	clean		True
/truenas-big/images/d9/64/d96443667f0b27eb99abf7ad226bc83ab5fb42413046b564ba9a88f5643fab57.PNG	videoufo	clean		True
/truenas-big/images/fa/24/fa2406658347c51a5f58651f189eee6e74e770f0963dbe22d199546695dc0012.PNG	videoufo	clean		True
/truenas-big/images/ac/2c/ac2ce5768cfa2a317e8bc43c61e24f3a0eb89179e248af34c3137c9a51ad8370.PNG	videoufo	clean		True
/truenas-big/images/53/38/5338635f2e9598f2f8a357be1c0f927198f1ca1c4ece79a3afa4f684b8b82b6b.PNG	videoufo	clean		True
/truenas-big/images/73/47/7347ed2e26f8e5bfa5acff2f5d16d48e434270c0f1c30a42bd8a6b4edcc1c337.PNG	videoufo	clean		True
/truenas-big/images/d3/62/d362f28e77bdb03fc3f3b7ca7f93f10b61a2d6fc255c8e66b82c4e68e5f7221e.PNG	videoufo	clean		True
/truenas-big/images/71/a3/71a30cf64c8c5211e7fa05f03ddd88784a77560766c116589262ec17dc0b114f.PNG	videoufo	clean		True
/truenas-big/images/6e/38/6e382348df0015de7e383fced1461f8ad6d7485c506ba0368668126c015bcded.PNG	videoufo	clean		True
/truenas-big/images/46/1f/461f34bc4172a464e7e2b6b0e2a6fb054bf21f2b1f01c3dd890d72a7656a0fce.PNG	videoufo	clean		True
/truenas-big/images/5f/dc/5fdcb6cf9929afbea94482d8abc30e6207a325f42b8bf1a25c646c5ce4cfab57.PNG	videoufo	clean		True
/truenas-big/images/7f/5c/7f5c5d0b93275094c0c751e212f2143e7eebea177dbb6fdce72e7d45d4e2271b.PNG	videoufo	clean		True
/truenas-big/images/0e/63/0e63135cd62e909ee9db329adb340b48362101d4f06c74593f745a581090f8f4.PNG	videoufo	clean		True
/truenas-big/images/ef/b8/efb8e01a51450cb1bcdf896145ee56aba48fec792bf7d6f412ce6b24494a4b9c.PNG	videoufo	clean		True
/truenas-big/images/32/36/32363e072f37e12894bebecaa056b9db30f82772066d4ed8660a8fe691a27b2a.PNG	videoufo	clean		True
/truenas-big/images/37/de/37de3d935b892d023198815588bf86ffda8a610ef206d7257356fb200ffd4b4d.PNG	videoufo	clean		True
/truenas-big/images/55/da/55da11c1375143148baaeb63b68ba1a9db266ed1a11ecb4f39a4e05740c7f4e5.PNG	videoufo	clean		True
/truenas-big/images/ba/65/ba659a17e376ae6bdb4994abefb5404da2c4acce949092afae6cb3b16547e0a9.PNG	videoufo	clean		True
/truenas-big/images/35/e7/35e7800c6a9455b0cce25f4027a6db7a62ccb8ad73b57fce7b797073847ce8fa.PNG	videoufo	clean		True
/truenas-big/images/93/62/93625bb03d4f601a5075efaa8c112b27046795209e263ba80e7cb4635e2ac635.PNG	videoufo	clean		True
/truenas-big/images/66/81/6681f39ba3a05565c69e4424e6ac77f50d5a433679701c924e5f1450f2d39527.PNG	videoufo	clean		True
/truenas-big/images/6d/84/6d84f18ce3519e2fb84b00d4d468aea15c7f1727e8b2b87256d9a0398f74bcf1.PNG	videoufo	clean		True
/truenas-big/images/3e/c3/3ec3e3723406c9328627c777e075d966143b0d129eecdcd7300a6f5e0d8bb0c6.PNG	videoufo	clean		True
/truenas-big/images/19/b7/19b77419bc992096bb98598b5e40a835e1870e894f1e45318763134172225771.PNG	videoufo	clean		True
/truenas-big/images/24/c1/24c1861fe261db2dadc03ce0336af406c7615a616f6ef893b7f7c557c9a959f2.PNG	videoufo	clean		True
/truenas-big/images/1e/ee/1eeeb155736700248643cb76775f953d27b6f12bea97a00900167d644c9c0a57.PNG	videoufo	clean		True
/truenas-big/images/06/ea/06ea0727edd6b7d95307ffdd6d91d9aa3161d253e10648e9aee681039e1e3ddc.PNG	videoufo	clean		True
/truenas-big/images/f9/c7/f9c7406326bcda16f12934ea3db3b8e6aa671ed931aa60feb107ac72e597bb46.PNG	videoufo	clean		True
/truenas-big/images/0a/4e/0a4ebdba30bb03a176157c47e5979206c7ca0917dcec22b6d00db475fbae32fe.PNG	videoufo	clean		True
/truenas-big/images/9f/9d/9f9d75ce6d6b07844cd9e00f14125db6d0588c4ca26d8805ccff86d626e38890.PNG	videoufo	clean		True
/truenas-big/images/d8/d0/d8d0c0ddc4f228fd3d3b448270f1eabf0cfbfd7075db6984573130268b1ee59c.PNG	videoufo	clean		True
/truenas-big/images/ae/1c/ae1cdb2cd21a20480ae25cec3ebc20a20b099db7d13c85dbe5f88a1ee03dbec1.PNG	videoufo	clean		True
/truenas-big/images/09/1f/091f511f995493a23b22e5147c6124210cf6a96111305348aaa2ed0f4788dedf.PNG	videoufo	clean		True
/truenas-big/images/da/50/da508bfbd05fce8712b8a39ee06abd12c2c8c1269040c3382f85a1835538e11c.PNG	videoufo	clean		True
/truenas-big/images/aa/40/aa407cf749d11d7817a30e9eea58b3abdce41a6aca57507be844ae8c98a10c13.PNG	videoufo	clean		True
/truenas-big/images/5e/c6/5ec69f4ed8cac7749cb11c1e473026faec237976d5c24de012eeb62d5dda2174.PNG	videoufo	clean		True
/truenas-big/images/eb/de/ebdebc8a016ce6ddefceeface978de10c63afbd8b3bd5a640e380ad3711fab5a.PNG	videoufo	clean		True
/truenas-big/images/5c/a9/5ca93628375e44239efd2b3dab3bfd2643942cc7ad8ffaae0b1b5e4e677824e2.PNG	videoufo	clean		True
/truenas-big/images/0f/5b/0f5b01ee0533f393f076efa2bcdb90b6dd1d94de2a1644f538cae1bfe29d4607.PNG	videoufo	clean		True
/truenas-big/images/6e/f9/6ef9d5007194cb61346b47d56e84f79411dda66554e1dfa2d4ac8b563fa1e5c9.PNG	videoufo	clean		True
/truenas-big/images/dc/86/dc8654b7142b415d851463e85943b820dbc63a03b956762af58e1ccfb993bab9.PNG	videoufo	clean		True
/truenas-big/images/2f/bb/2fbb6abd7f23da800fe89fcb7262c9449a16bfa04b9393399aeef0c7b19bf837.PNG	videoufo	clean		True
/truenas-big/images/08/04/08041273329257691829e6f8f9ae0057687b0e3fc35573a426ef07b6b632368b.PNG	videoufo	clean		True
/truenas-big/images/90/f5/90f56f626d1d8e4a4b412cd65880658afaee2177bee7fc8a9e6d021a95e03116.PNG	videoufo	clean		True
/truenas-big/images/e2/59/e259dc45f3e53a0ab0753072d17874bf422998d015be9929254c226236551cfd.PNG	videoufo	clean		True
/truenas-big/images/d7/17/d717d3931d24c665da234c54e0a7fff5c5702626eb3d1d263de856e032cd19ee.PNG	videoufo	clean		True
/truenas-big/images/db/51/db51c6892b618ba4cef82f3b80f81137ea56ec2fa8c9b78db0039a878d49da23.PNG	videoufo	clean		True
/truenas-big/images/13/0f/130f38ae84a2417fcc4ff955a5afa4973d626e47ad9c1e6c2791e6967b4e0956.PNG	videoufo	clean		True
/truenas-big/images/56/d3/56d38e8692e4cbdc4ad34e2d7feba89d2aa7a5336f46a34aae756c7f6dc21ac0.PNG	videoufo	clean		True
/truenas-big/images/16/e4/16e47b95ad3d2c5da138be5d5900d37d83fa284048388046d95b937de7b25f92.PNG	videoufo	clean		True
/truenas-big/images/c2/4c/c24cccec0356a9364e891098562c0a80c1e3284c2913668c2f9e55e268705458.PNG	videoufo	clean		True
